ID,Year,Make,Model,Category,Colour,Price
1259,2012,Toyota,RAV4,SUV,Gainsboro,52244
1260,2019,Volkswagen,Jetta,Sedan,Linen,12335
1261,2018,Maserati,Quattroporte,Sedan,SandyBrown,30886
1262,2014,Nissan,NV3500 HD Passenger,Van/Minivan,Black,48674
1263,2019,Audi,A6,Sedan,LightSalmon,50539
1264,2012,Volkswagen,Jetta,Sedan,White,1729
1265,1993,Cadillac,Eldorado,Coupe,LightCoral,9950
1266,1993,Ford,Probe,Hatchback,WhiteSmoke,4592
1267,2019,Kia,Soul,Wagon,OldLace,25675
1268,2019,Mercedes-Benz,C-Class,"Convertible, Sedan, Coupe",FloralWhite,22244
1269,2019,Kia,Niro EV,Wagon,DarkSlateGray,24034
1270,2000,Audi,A8,Sedan,WhiteSmoke,8098
1271,1992,GMC,3500 Regular Cab,Pickup,DarkOliveGreen,49182
1272,2014,Cadillac,ELR,Coupe,YellowGreen,29715
1273,2011,Audi,A4,"Sedan, Wagon",Plum,51566
1274,2013,Hyundai,Elantra,"Sedan, Coupe, Hatchback",Tomato,44228
1275,2004,Audi,A8,Sedan,LightSkyBlue,43238
1276,2020,Nissan,Rogue,SUV,MediumPurple,54135
1277,2020,Porsche,Panamera,Sedan,LawnGreen,18839
1278,2007,GMC,Sierra 2500 HD Regular Cab,Pickup,ForestGreen,39159
1279,2019,Nissan,Pathfinder,SUV,DarkOliveGreen,21867
1280,2017,Chevrolet,Impala,Sedan,MediumVioletRed,23023
1281,2004,Lincoln,Town Car,Sedan,HoneyDew,45847
1282,2001,MAZDA,Tribute,SUV,SandyBrown,10763
1283,2011,Ford,Expedition,SUV,LightBlue,5047
1284,2011,Mercury,Grand Marquis,Sedan,LawnGreen,43077
1285,2001,Ford,Explorer,SUV,LightYellow,15198
1286,2000,Chevrolet,Suburban 2500,SUV,Black,3487
1287,2011,Ram,3500 Crew Cab,Pickup,Blue,6108
1288,2003,Toyota,RAV4,SUV,BlueViolet,49572
1289,1998,Dodge,Ram Wagon 3500,Van/Minivan,DarkSlateBlue,39245
1290,1998,Volvo,V90,Wagon,Cyan,19087
1291,2014,Lexus,RX,SUV,Olive,35791
1292,2005,Nissan,Maxima,Sedan,PaleTurquoise,12338
1293,2015,Audi,allroad,Wagon,LightSlateGray,51626
1294,2013,Ford,Flex,SUV,Gold,13840
1295,2000,Dodge,Ram Van 2500,Van/Minivan,DeepPink,21147
1296,2017,Ford,F150 SuperCrew Cab,Pickup,Coral,37628
1297,1997,GMC,Suburban 1500,SUV,Yellow,27916
1298,2017,FIAT,500e,Hatchback,PapayaWhip,32911
1299,2012,Chevrolet,Cruze,Sedan,ForestGreen,20031
1300,1997,Isuzu,Rodeo,SUV,Red,14272
1301,2005,Chrysler,Crossfire,"Coupe, Convertible",Plum,42493
1302,2015,Lincoln,MKT,SUV,Aquamarine,34571
1303,1994,Ford,Mustang,"Coupe, Convertible",Tan,40467
1304,2017,Lexus,RC,Coupe,OliveDrab,47796
1305,2016,Chevrolet,Corvette,"Coupe, Convertible",PaleTurquoise,35902
1306,1999,Mitsubishi,Eclipse,"Coupe, Convertible",PaleGreen,22832
1307,2018,GMC,Sierra 2500 HD Regular Cab,Pickup,LightSkyBlue,47314
1308,1992,Chrysler,Fifth Ave,Sedan,LightCyan,8956
1309,2007,Chevrolet,Silverado 2500 HD Extended Cab,Pickup,Teal,18654
1310,2008,Lincoln,Navigator L,SUV,DarkKhaki,29446
1311,1999,Lexus,RX,SUV,Purple,47306
1312,2009,Hyundai,Azera,Sedan,Crimson,21780
1313,2004,Toyota,Land Cruiser,SUV,MediumSpringGreen,23486
1314,2005,Honda,Pilot,SUV,AntiqueWhite,45741
1315,2014,Mercedes-Benz,E-Class,"Sedan, Wagon, Coupe, Convertible",LavenderBlush,54041
1316,1992,GMC,Vandura 1500,Van/Minivan,DodgerBlue,17494
1317,2018,Ferrari,812 Superfast,Coupe,DarkMagenta,36154
1318,2017,Mercedes-Benz,Mercedes-AMG GLC,SUV,DeepPink,22314
1319,2004,Mitsubishi,Montero Sport,SUV,MediumSeaGreen,29695
1320,2015,Volkswagen,Golf GTI,Hatchback,Purple,34241
1321,2011,Suzuki,Equator Extended Cab,Pickup,Gray,55557
1322,2001,Honda,Accord,"Sedan, Coupe",Brown,7318
1323,1998,Pontiac,Sunfire,"Convertible, Sedan, Coupe",BlanchedAlmond,46189
1324,2003,Chrysler,Concorde,Sedan,LightGoldenRodYellow,27996
1325,2016,Chevrolet,Corvette,"Coupe, Convertible",DarkCyan,45088
1326,2014,Nissan,Versa,"Sedan, Hatchback",MintCream,2384
1327,1998,BMW,M3,"Convertible, Sedan, Coupe",Tan,18444
1328,2008,Hyundai,Elantra,Sedan,MediumVioletRed,29043
1329,2003,Chevrolet,Venture Cargo,Van/Minivan,PowderBlue,20225
1330,1993,Chevrolet,Suburban 2500,SUV,PapayaWhip,50299
1331,2013,Toyota,Prius Plug-in Hybrid,Hatchback,FireBrick,42286
1332,2000,Subaru,Outback,"Wagon, Sedan",Silver,42427
1333,2001,INFINITI,QX,SUV,Red,44636
1334,2008,Lincoln,Navigator,SUV,DarkGreen,8297
1335,1997,Dodge,Ram 3500 Regular Cab,Pickup,Snow,54033
1336,2007,Honda,S2000,Convertible,DarkSlateBlue,24554
1337,2003,Dodge,Grand Caravan Passenger,Van/Minivan,WhiteSmoke,38486
1338,1993,Mercury,Sable,"Sedan, Wagon",Teal,28291
1339,2010,Kia,Sedona,Van/Minivan,Bisque,53423
1340,1993,MAZDA,929,Sedan,Teal,2002
1341,2004,Chevrolet,Suburban 1500,SUV,Gold,23468
1342,2017,Audi,S6,Sedan,YellowGreen,43833
1343,1999,MAZDA,Millenia,Sedan,SeaGreen,14864
1344,2006,GMC,Sierra 1500 Regular Cab,Pickup,NavajoWhite,49541
1345,2000,Mitsubishi,Diamante,Sedan,BurlyWood,57550
1346,2012,Volkswagen,CC,Sedan,LightGreen,49012
1347,2017,GMC,Savana 2500 Passenger,Van/Minivan,Orchid,53124
1348,1998,Mitsubishi,Diamante,Sedan,PeachPuff,53301
1349,2000,Mitsubishi,Eclipse,Coupe,WhiteSmoke,38610
1350,2013,Hyundai,Santa Fe,SUV,Maroon,10153
1351,2002,Acura,NSX,Coupe,Lavender,32418
1352,2004,Toyota,Solara,"Coupe, Convertible",LightGray,56016
1353,2011,Jeep,Patriot,SUV,Plum,31339
1354,1999,Cadillac,DeVille,Sedan,DarkTurquoise,13355
1355,2017,Mercedes-Benz,Mercedes-AMG GT,Coupe,Wheat,2552
1356,2001,Volkswagen,Passat,"Sedan, Wagon",Turquoise,32926
1357,2013,Nissan,NV1500 Cargo,Van/Minivan,Tomato,15393
1358,2013,Nissan,Altima,"Sedan, Coupe",Blue,30740
1359,2006,Toyota,Tundra Access Cab,Pickup,LightSkyBlue,13962
1360,2002,BMW,7 Series,Sedan,DarkBlue,27609
1361,1993,Oldsmobile,Cutlass Supreme,"Coupe, Convertible, Sedan",DodgerBlue,14804
1362,2001,Chevrolet,Cavalier,"Sedan, Coupe",DodgerBlue,56999
1363,2018,Ford,Transit 150 Van,Van/Minivan,LightSkyBlue,51776
1364,2008,Hyundai,Accent,"Hatchback, Sedan",Purple,59197
1365,1997,BMW,5 Series,Sedan,Aqua,5680
1366,2019,Toyota,Corolla Hatchback,Hatchback,Fuchsia,2772
1367,2016,Subaru,WRX,Sedan,Linen,39509
1368,2010,Volvo,XC90,SUV,BlueViolet,9142
1369,2013,Buick,Regal,Sedan,LightSlateGray,5967
1370,2010,Nissan,Titan Crew Cab,Pickup,GoldenRod,25327
1371,1994,Toyota,Paseo,Coupe,Tan,9799
1372,2018,BMW,M2,Coupe,BlanchedAlmond,24506
1373,2013,Chevrolet,Silverado 3500 HD Regular Cab,Pickup,OliveDrab,51301
1374,2003,Honda,Insight,Hatchback,SpringGreen,43027
1375,2006,Lexus,IS,Sedan,AliceBlue,54896
1376,2013,Buick,Enclave,SUV,Sienna,8355
1377,1992,Nissan,King Cab,Pickup,MediumAquaMarine,9958
1378,2008,GMC,Sierra 3500 HD Regular Cab,Pickup,LightSkyBlue,55319
1379,2018,Dodge,Charger,Sedan,SeaShell,33454
1380,2005,Toyota,Tacoma Double Cab,Pickup,FireBrick,27145
1381,2015,Jeep,Patriot,SUV,LavenderBlush,42071
1382,1995,Chevrolet,1500 Regular Cab,Pickup,Teal,5748
1383,2016,Lexus,ES,Sedan,SandyBrown,48602
1384,2000,Chevrolet,Tahoe (New),SUV,Plum,27869
1385,1999,Chevrolet,Astro Cargo,Van/Minivan,WhiteSmoke,15507
1386,2007,Dodge,Nitro,SUV,DarkViolet,36765
1387,2014,BMW,M5,Sedan,Yellow,9583
1388,2013,Ford,E150 Passenger,Van/Minivan,ForestGreen,6456
1389,2010,Suzuki,Kizashi,Sedan,Plum,7024
1390,2017,Tesla,Model S,Sedan,Khaki,20573
1391,1998,Honda,Odyssey,Van/Minivan,GoldenRod,40585
1392,2009,Land Rover,LR3,SUV,Lime,19068
1393,1995,Volkswagen,Cabrio,Convertible,Red,57025
1394,2008,Ferrari,F430,"Convertible, Coupe",MistyRose,48509
1395,2013,Scion,iQ,Hatchback,DarkSlateBlue,37147
1396,2009,Subaru,Tribeca,SUV,MediumBlue,37929
1397,2007,Toyota,Tundra Regular Cab,Pickup,Linen,56209
1398,2006,Mercury,Montego,Sedan,Aqua,41382
1399,2009,Nissan,Xterra,SUV,PaleGreen,42441
1400,2010,Ford,Ranger Regular Cab,Pickup,MediumSpringGreen,57212
1401,2012,Ford,F250 Super Duty Super Cab,Pickup,MediumOrchid,13578
1402,2010,Nissan,GT-R,Coupe,HoneyDew,18292
1403,2015,Freightliner,Sprinter 3500 Cargo,Van/Minivan,SeaGreen,16779
1404,1993,Toyota,Camry,"Wagon, Sedan",PapayaWhip,10717
1405,2010,Mercedes-Benz,GLK-Class,SUV,White,9651
1406,1999,Hyundai,Sonata,Sedan,LimeGreen,5847
1407,2012,Ford,F150 SuperCrew Cab,Pickup,HotPink,19614
1408,1992,Saab,900,"Sedan, Hatchback, Convertible",PaleGoldenRod,28216
1409,1998,Volkswagen,New Beetle,Hatchback,MintCream,45546
1410,2004,Nissan,Titan King Cab,Pickup,Peru,45102
1411,2008,Ford,F450 Super Duty Crew Cab,Pickup,Gold,1823
1412,1993,MAZDA,323,Hatchback,DarkSlateBlue,41194
1413,1994,BMW,8 Series,Coupe,Snow,29088
1414,1998,Hyundai,Accent,"Hatchback, Sedan",DarkOrchid,39699
1415,1999,Dodge,Ram Wagon 3500,Van/Minivan,Tomato,36246
1416,2018,Lexus,RC,Coupe,HoneyDew,54563
1417,2004,Pontiac,GTO,Coupe,MintCream,17369
1418,2002,GMC,Sierra 2500 HD Extended Cab,Pickup,LightSkyBlue,45638
1419,2007,Dodge,Sprinter 3500 Cargo,Van/Minivan,DarkSalmon,25863
1420,1997,Subaru,Impreza,"Coupe, Wagon, Sedan",PapayaWhip,10994
1421,2005,Nissan,Pathfinder,SUV,CornflowerBlue,52113
1422,2019,Honda,Accord,Sedan,Gray,40098
1423,2010,Chrysler,PT Cruiser,Wagon,Gold,55805
1424,2020,Chevrolet,Equinox,SUV,Snow,45678
1425,2019,Volkswagen,Golf R,Hatchback,Pink,26566
1426,2014,Chevrolet,Cruze,Sedan,FloralWhite,25528
1427,1994,MAZDA,B-Series Regular Cab,Pickup,DarkGoldenRod,29058
1428,1999,Chevrolet,Silverado 1500 Extended Cab,Pickup,DeepPink,32120
1429,2015,MINI,Countryman,Hatchback,LightSkyBlue,51331
1430,2001,Daewoo,Nubira,"Sedan, Wagon",OldLace,22237
1431,2009,Toyota,FJ Cruiser,SUV,ForestGreen,10140
1432,2006,Honda,Odyssey,Van/Minivan,Gainsboro,57077
1433,2001,Dodge,Ram Van 1500,Van/Minivan,Violet,20936
1434,2019,Lexus,GX,SUV,Yellow,40317
1435,2008,Volvo,XC70,Wagon,LemonChiffon,36837
1436,2001,Toyota,4Runner,SUV,Khaki,55451
1437,1999,Mercury,Villager,Van/Minivan,Lavender,6784
1438,1992,Ford,Thunderbird,Coupe,MediumVioletRed,36488
1439,1999,Oldsmobile,Aurora,Sedan,MintCream,48796
1440,2002,Dodge,Ram 2500 Regular Cab,Pickup,CadetBlue,15366
1441,1992,Daihatsu,Rocky,SUV,Gray,54839
1442,2014,Bentley,Continental,"Coupe, Convertible",Indigo,2365
1443,2017,Chevrolet,Equinox,SUV,GhostWhite,2005
1444,2006,Chevrolet,Silverado 1500 Extended Cab,Pickup,DarkBlue,31382
1445,2011,Chrysler,Town & Country,Van/Minivan,DarkGreen,26111
1446,2008,Chevrolet,Silverado 1500 Crew Cab,Pickup,DarkRed,5520
1447,2015,Ram,3500 Mega Cab,Pickup,Gainsboro,8587
1448,2002,Saab,3-Sep,"Convertible, Hatchback",CornflowerBlue,56822
1449,2009,Mercury,Milan,Sedan,CornflowerBlue,13173
1450,2015,Chevrolet,Cruze,Sedan,HotPink,19616
1451,2011,BMW,7 Series,Sedan,PaleGreen,14945
1452,2017,MAZDA,CX-3,SUV,CadetBlue,41812
1453,2004,Volkswagen,Golf,Hatchback,MediumOrchid,9111
1454,2017,Toyota,Sienna,Van/Minivan,PaleGreen,6212
1455,2013,Mercedes-Benz,Sprinter 2500 Cargo,Van/Minivan,LightSlateGray,48079
1456,2013,Ferrari,California,Convertible,Green,47782
1457,1995,Chevrolet,2500 Extended Cab,Pickup,Silver,6853
1458,2018,smart,fortwo electric drive cabrio,Convertible,BlueViolet,35414
1459,2011,Cadillac,Escalade,SUV,ForestGreen,16308
1460,2007,GMC,Sierra (Classic) 1500 Extended Cab,Pickup,Thistle,49407
1461,2014,Cadillac,ELR,Coupe,MediumVioletRed,58566
1462,2004,Toyota,Tundra Access Cab,Pickup,DarkViolet,52961
1463,2013,Honda,CR-V,SUV,LightGreen,6491
1464,2007,Mercedes-Benz,CLK-Class,"Convertible, Coupe",Teal,27248
1465,1993,Mitsubishi,Montero,SUV,MediumSlateBlue,2394
1466,2004,Ford,F150 SuperCrew Cab,Pickup,DarkOrchid,21066
1467,2012,BMW,X5 M,SUV,LightSalmon,24853
1468,2007,Subaru,Impreza,"Sedan, Wagon",Silver,56599
1469,2000,Porsche,Boxster,Convertible,YellowGreen,31762
1470,2009,Mercedes-Benz,CLK-Class,"Coupe, Convertible",Moccasin,12013
1471,2019,Toyota,Avalon Hybrid,Sedan,IndianRed,14479
1472,2010,GMC,Sierra 2500 HD Crew Cab,Pickup,HoneyDew,5697
1473,2019,MAZDA,CX-9,SUV,White,55647
1474,2004,GMC,Savana 2500 Passenger,Van/Minivan,Orange,59888
1475,2000,GMC,Sierra (Classic) 3500 Regular Cab,Pickup,FloralWhite,34062
1476,2008,Dodge,Ram 1500 Quad Cab,Pickup,Khaki,55412
1477,2011,Mitsubishi,Outlander,SUV,MediumOrchid,27324
1478,1999,GMC,1500 Club Coupe,Pickup,Lavender,30296
1479,1997,Chevrolet,Astro Passenger,Van/Minivan,DarkViolet,15755
1480,1999,GMC,Sierra 2500 Extended Cab,Pickup,Silver,40270
1481,1994,GMC,Rally Wagon 2500,Van/Minivan,SeaShell,36530
1482,2019,GMC,Sierra 1500 Crew Cab,Pickup,FloralWhite,38117
1483,2015,BMW,7 Series,Sedan,BlueViolet,53465
1484,1992,Oldsmobile,98,Sedan,Purple,53062
1485,2017,Nissan,JUKE,SUV,FloralWhite,29782
1486,2007,Toyota,Land Cruiser,SUV,DarkViolet,2676
1487,2003,Toyota,Highlander,SUV,Yellow,1066
1488,2017,Ford,C-MAX Energi,Wagon,Aquamarine,54969
1489,1992,Lexus,ES,Sedan,PeachPuff,9101
1490,2010,Ferrari,California,Convertible,GhostWhite,48018
1491,1995,Eagle,Talon,Hatchback,SlateBlue,56360
1492,2014,GMC,Sierra 1500 Crew Cab,Pickup,OliveDrab,38456
1493,2007,Hyundai,Veracruz,SUV,DarkBlue,25636
1494,2018,FIAT,500X,SUV,Coral,12531
1495,2004,Nissan,Pathfinder,SUV,DarkKhaki,29306
1496,2000,Chevrolet,Express 3500 Passenger,Van/Minivan,HotPink,5932
1497,2016,Acura,RDX,SUV,LavenderBlush,6044
1498,2018,Mercedes-Benz,Mercedes-AMG GLE,SUV,Tomato,8652
1499,1992,Dodge,Spirit,Sedan,DarkGray,54060
1500,2010,Ford,E350 Super Duty Cargo,Van/Minivan,PaleGoldenRod,43701
1501,2004,GMC,Canyon Regular Cab,Pickup,Tomato,17505
1502,1996,Toyota,Supra,Hatchback,MediumPurple,23365
1503,2016,FIAT,500 Abarth,"Hatchback, Convertible",Aqua,34690
1504,1993,Nissan,Maxima,Sedan,GoldenRod,20719
1505,2019,Toyota,Mirai,Sedan,LightGoldenRodYellow,41568
1506,2017,Chrysler,300,Sedan,Teal,16655
1507,2006,Lamborghini,Murcielago,"Convertible, Coupe",PowderBlue,44200
1508,2020,BMW,3 Series,Sedan,Moccasin,19437
1509,1998,Lincoln,Navigator,SUV,SeaShell,34510
1510,2010,Lincoln,MKX,SUV,Salmon,38256
1511,2001,Jaguar,XK,"Convertible, Coupe",PaleVioletRed,10794
1512,1999,GMC,1500 Club Coupe,Pickup,Moccasin,50390
1513,2003,Audi,A6,"Sedan, Wagon",Khaki,3229
1514,2008,Pontiac,G6,"Sedan, Coupe, Convertible",MidnightBlue,18916
1515,2013,Volkswagen,CC,Sedan,LightSalmon,17403
1516,1994,Mercury,Cougar,Coupe,OliveDrab,12329
1517,2003,Mercury,Grand Marquis,Sedan,SandyBrown,8848
1518,2004,BMW,X3,SUV,Gainsboro,11344
1519,2013,Ford,Flex,SUV,Aqua,39143
1520,2015,Chevrolet,Impala,Sedan,Linen,54338
1521,2005,Chevrolet,Express 3500 Cargo,Van/Minivan,SlateBlue,48462
1522,2006,Hyundai,Sonata,Sedan,MintCream,31804
1523,2013,Chevrolet,Spark,Hatchback,Aqua,54187
1524,1999,Dodge,Grand Caravan Passenger,Van/Minivan,Orange,26734
1525,2010,Chevrolet,Express 1500 Cargo,Van/Minivan,LavenderBlush,41763
1526,1997,Chevrolet,Camaro,"Convertible, Coupe",LightPink,14884
1527,2009,Hyundai,Tucson,SUV,DarkRed,6512
1528,2018,Freightliner,Sprinter WORKER Cargo,Van/Minivan,MediumSeaGreen,18149
1529,2019,Nissan,Titan Crew Cab,Pickup,GhostWhite,11358
1530,2018,GMC,Sierra 3500 HD Double Cab,Pickup,DarkGray,31367
1531,2013,Subaru,Outback,Wagon,Olive,6928
1532,2006,Land Rover,LR3,SUV,Linen,57255
1533,1993,Acura,Legend,"Sedan, Coupe",Orange,13475
1534,2005,Mitsubishi,Lancer,Sedan,HoneyDew,35683
1535,1994,Eagle,Talon,Hatchback,Maroon,10558
1536,1995,MAZDA,B-Series Regular Cab,Pickup,Chartreuse,58774
1537,1995,Mercury,Tracer,"Sedan, Wagon",Aquamarine,59977
1538,1993,GMC,2500 Regular Cab,Pickup,DarkOliveGreen,29830
1539,2001,Chevrolet,Silverado 2500 HD Crew Cab,Pickup,Moccasin,9297
1540,1994,INFINITI,G,Sedan,Violet,57333
1541,2011,Volvo,XC70,Wagon,Brown,21114
1542,2017,Mercedes-Benz,Mercedes-AMG GLC Coupe,SUV,Indigo,56122
1543,2005,Chevrolet,Malibu,"Sedan, Hatchback",Olive,37579
1544,1994,Mitsubishi,Diamante,"Sedan, Wagon",DimGray,50178
1545,2007,Ford,Ranger Regular Cab,Pickup,Lavender,39425
1546,2019,Land Rover,Range Rover Evoque,SUV,MediumSpringGreen,3459
1547,2016,Mercedes-Benz,Mercedes-AMG GLE,SUV,Silver,49397
1548,1992,Lexus,LS,Sedan,DarkBlue,54833
1549,2016,Ford,Explorer,SUV,MediumOrchid,42141
1550,2005,Saturn,Ion,"Sedan, Coupe",LightPink,13980
1551,2010,Honda,Civic,"Sedan, Coupe",Plum,14371
1552,2005,Ford,F350 Super Duty Super Cab,Pickup,LimeGreen,41796
1553,2016,Nissan,LEAF,Hatchback,DarkCyan,43485
1554,2002,Mercedes-Benz,G-Class,SUV,Lime,23640
1555,1992,Chevrolet,APV Cargo,Van/Minivan,DarkGoldenRod,33345
1556,2012,MAZDA,CX-9,SUV,DarkTurquoise,22796
1557,2008,Chevrolet,Silverado 2500 HD Crew Cab,Pickup,BlueViolet,26480
1558,2018,Honda,Clarity Fuel Cell,Sedan,BurlyWood,27653
1559,2016,Jeep,Patriot,SUV,Moccasin,2853
1560,2010,INFINITI,G,"Coupe, Sedan, Convertible",BurlyWood,7913
1561,2011,MAZDA,MAZDA3,"Sedan, Hatchback",IndianRed,30909
1562,2020,Toyota,Corolla Hatchback,Hatchback,LimeGreen,52277
1563,1995,Ford,Crown Victoria,Sedan,Aquamarine,2195
1564,1998,Chrysler,Town & Country,Van/Minivan,DarkGoldenRod,36358
1565,2004,Kia,Optima,Sedan,YellowGreen,13616
1566,1999,Toyota,Tacoma Regular Cab,Pickup,DarkRed,46907
1567,1996,Mercedes-Benz,S-Class,"Sedan, Coupe",ForestGreen,21306
1568,1992,MAZDA,Protege,Sedan,Cornsilk,47739
1569,2003,Honda,S2000,Convertible,Peru,17794
1570,2009,Saturn,VUE,SUV,AliceBlue,6963
1571,2001,Ford,Windstar Cargo,Van/Minivan,MediumSeaGreen,59081
1572,2008,Maybach,62,Sedan,PaleGoldenRod,52497
1573,1993,Chevrolet,Lumina APV,Van/Minivan,HotPink,13483
1574,2007,Jeep,Patriot,SUV,LightCoral,6686
1575,1997,Cadillac,DeVille,Sedan,ForestGreen,4997
1576,2015,BMW,7 Series,Sedan,MediumTurquoise,58683
1577,2018,Alfa Romeo,4C,Coupe,PapayaWhip,23177
1578,2010,Dodge,Caliber,Wagon,Thistle,7113
1579,1992,Suzuki,Samurai,SUV,LightGoldenRodYellow,41776
1580,2010,Mercedes-Benz,CL-Class,Coupe,MediumAquaMarine,16641
1581,1997,Honda,del Sol,Coupe,CornflowerBlue,36749
1582,1998,Buick,LeSabre,Sedan,DeepPink,21623
1583,2008,Subaru,Legacy,Sedan,FireBrick,35616
1584,2020,Hyundai,Kona Electric,SUV,MistyRose,41879
1585,2019,Nissan,NV2500 HD Cargo,Van/Minivan,Moccasin,55950
1586,2006,Toyota,Highlander,SUV,Gainsboro,10969
1587,2017,Mercedes-Benz,Metris WORKER Cargo,Van/Minivan,NavajoWhite,47139
1588,2007,Nissan,Pathfinder,SUV,LightYellow,49725
1589,2012,Toyota,4Runner,SUV,Snow,39090
1590,2002,INFINITI,I,Sedan,PeachPuff,9393
1591,2000,Chevrolet,Tracker,SUV,MediumSlateBlue,50285
1592,1993,BMW,5 Series,"Wagon, Sedan",RosyBrown,52080
1593,1997,GMC,3500 Club Coupe,Pickup,Green,4894
1594,2001,Kia,Sephia,Sedan,LightGreen,10291
1595,2012,Audi,TT,"Coupe, Convertible",DarkViolet,25877
1596,1998,Dodge,Ram Van 1500,Van/Minivan,SandyBrown,41657
1597,2013,Volkswagen,CC,Sedan,Azure,7661
1598,2016,BMW,6 Series,"Coupe, Sedan, Convertible",MediumSlateBlue,46530
1599,2008,Isuzu,Ascender,SUV,Gold,46623
1600,2006,Lamborghini,Gallardo,"Coupe, Convertible",LawnGreen,46106
1601,2019,Nissan,Rogue,SUV,SkyBlue,46202
1602,2019,Kia,Niro EV,Wagon,LimeGreen,1968
1603,2017,Chevrolet,SS,Sedan,Linen,42014
1604,2009,Mercedes-Benz,CLS-Class,Coupe,Salmon,35797
1605,2000,GMC,Sierra (Classic) 3500 Regular Cab,Pickup,DarkGoldenRod,31535
1606,2009,Chrysler,300,Sedan,DarkOliveGreen,6895
1607,2008,GMC,Savana 2500 Passenger,Van/Minivan,PaleVioletRed,4656
1608,2017,Nissan,Pathfinder,SUV,LightYellow,11640
1609,2020,Land Rover,Discovery Sport,SUV,OrangeRed,32173
1610,2014,Volkswagen,Touareg,SUV,Fuchsia,45104
1611,2012,Kia,Rio,"Hatchback, Sedan",AliceBlue,40709
1612,2010,Ford,Ranger Regular Cab,Pickup,Coral,50496
1613,2019,Hyundai,Santa Fe,SUV,BlueViolet,58843
1614,1996,Ford,Econoline E250 Cargo,Van/Minivan,Olive,50629
1615,1996,Acura,NSX,"Coupe, Convertible",DarkSlateGray,50717
1616,1994,GMC,Vandura 2500,Van/Minivan,Aqua,6453
1617,2008,GMC,Sierra 1500 Crew Cab,Pickup,PaleGoldenRod,49317
1618,2013,Hyundai,Sonata,Sedan,Snow,18590
1619,2002,MAZDA,Protege,Sedan,OldLace,6908
1620,2012,Porsche,Cayman,Coupe,FloralWhite,16606
1621,2000,GMC,Envoy,SUV,Linen,48921
1622,2020,Nissan,Rogue,SUV,DarkSalmon,16110
1623,1992,GMC,Suburban 2500,SUV,MediumOrchid,38904
1624,2014,Chevrolet,Sonic,"Sedan, Hatchback",PaleGreen,4481
1625,2018,Ford,Fusion Energi,Sedan,BlueViolet,45182
1626,1992,Dodge,Dakota Club Cab,Pickup,MistyRose,11235
1627,1993,Buick,Riviera,Coupe,Gray,45274
1628,2006,Hyundai,Tiburon,Coupe,Maroon,38069
1629,2002,Isuzu,Axiom,SUV,DarkSeaGreen,54394
1630,2001,Chevrolet,Silverado 2500 Regular Cab,Pickup,DarkBlue,49474
1631,1995,Acura,Legend,"Coupe, Sedan",DarkGray,43638
1632,2015,Lamborghini,Huracan,Coupe,SandyBrown,9233
1633,2008,Hyundai,Accent,"Hatchback, Sedan",MidnightBlue,5523
1634,1999,Isuzu,Oasis,Van/Minivan,Azure,6017
1635,2011,GMC,Sierra 2500 HD Crew Cab,Pickup,GreenYellow,3351
1636,1994,Ford,Taurus,"Sedan, Wagon",Silver,59450
1637,2011,Jeep,Patriot,SUV,PaleTurquoise,51315
1638,2012,Acura,RDX,SUV,LightCoral,49862
1639,1997,GMC,2500 Club Coupe,Pickup,Navy,56633
1640,2010,Ford,Mustang,"Coupe, Convertible",RoyalBlue,56422
1641,2018,Nissan,TITAN XD King Cab,Pickup,LightYellow,44053
1642,2008,BMW,Alpina B7,Sedan,GreenYellow,50200
1643,2009,BMW,3 Series,"Sedan, Convertible, Coupe, Wagon",WhiteSmoke,2429
1644,2004,Volkswagen,Touareg,SUV,DarkOliveGreen,39521
1645,2008,Ferrari,599 GTB Fiorano,Coupe,Salmon,53244
1646,2002,MAZDA,Protege5,Hatchback,WhiteSmoke,51826
1647,2001,GMC,Safari Cargo,Van/Minivan,Salmon,26305
1648,1992,Toyota,Previa,Van/Minivan,Black,3754
1649,1993,Toyota,Land Cruiser,SUV,Azure,33912
1650,2018,BMW,X4,SUV,Moccasin,13690
1651,2017,Volkswagen,Jetta,Sedan,IndianRed,50770
1652,1995,Ford,Contour,Sedan,GhostWhite,25987
1653,2016,Mercedes-Benz,Mercedes-AMG GT,Coupe,MidnightBlue,31765
1654,2004,GMC,Savana 2500 Passenger,Van/Minivan,FloralWhite,13603
1655,2018,Chevrolet,Corvette,"Coupe, Convertible",Teal,45912
1656,1996,Saab,900,"Hatchback, Convertible",LawnGreen,21974
1657,2018,Nissan,Frontier Crew Cab,Pickup,MediumSpringGreen,22610
1658,2016,Acura,MDX,SUV,Wheat,9790
1659,2002,Dodge,Ram Van 2500,Van/Minivan,DodgerBlue,41706
1660,1998,Ford,Escort,"Sedan, Coupe, Wagon",Pink,28577
1661,1995,Dodge,Caravan Passenger,Van/Minivan,DodgerBlue,46873
1662,1996,Volkswagen,Passat,"Sedan, Wagon",Ivory,39289
1663,2018,Jaguar,XF,"Sedan, Wagon",Peru,46881
1664,1998,Suzuki,Esteem,"Sedan, Wagon",Magenta,19588
1665,2002,GMC,Envoy XL,SUV,OrangeRed,59125
1666,2000,Mitsubishi,Montero Sport,SUV,MediumSlateBlue,25601
1667,1992,Dodge,D250 Regular Cab,Pickup,Cyan,27514
